Date,Stars,Comment,Category
20-10-2019,1,"when the servic work , it be good , and tech support respond quickli most of the time . unfortun , that do n't make up for the problem i encount . the app reject my credit card and offer no explan as to whi . for some reason it accept my paypal even though it use the veri card the app have just reject . it take day of back and forth with tech support to find out that my card `` be n't compat with their system `` , but they refus to be more specif than that and no matter how mani time i ask what the exact problem be ( ie my bank , the type of card , etc ) all they do be rephras the same answer over and over again with can respons ; repeatedli tell me to check w/ my bank , even after i tell them i alreadi have do so . ",other_issues
18-10-2019,1,"be a respons driver , i make the decis to use uber after a few drink at a local cantina . my friend and i live within a coupl mile of each other , so we share the uber . i be the second person to be drop off and my sole set of key ( i.e . car , hous , storag , work ) fell out of my pocket . i realiz i have leav them in the backseat almost immedi , but have no way to contact the driver bc , unfortun , my friend be the one who order the ride . my friend contact him the next day ( that be a feat within itself bc uber driver be extrem protect ) , but do not receiv a respons . ",driver_issues
18-10-2019,1,"they do n't have car avail at bush intern airport on octob 15 , 2019 at 9:30 pm . had to take a taxi . thi be the second time i have experi thi , and will be my last as i will use lyft or a taxi in the futur . ",other_issues
17-10-2019,1,"i have be punish for circumst beyond my control . i have ask repeatedli for someon to tell me what i have do wrong or could have do differ and no one will talk to me about it . you see , i be a driver for ubereat , and i love it until friday night when i have sever order not complet due to circumst outsid of my control . 2 order could not be deliv becaus the restaur be n't serv the item at that time . ",driver_issues
17-10-2019,1,"do n't use it , that 's my recommend ! . i order uber , select the car to come and pick me up , get the confirm that musa ( driver ) be come in 14 min ( price select be 11-14eur ) . guess what 15 min later get anoth messag that anoth driver be come in 25 min .. he come after 27 min and charg me 17.5eur +3.50eur extra for the time .... ? so , he come late and i 'm charg extra for thi time .... i need to mention as well that i be go to hospit to chang my cast , as i have a broken leg and i 'm in crutch ; moreov be pore rain outsid .... when i get teh invoic after i'ev be charg , i send an email , over and over again , nobodi have ani repli . i call them few time , and leav voic messag ( as nobodi ever pick up the phone ) , no call bank nor repli until now , over 3 week have pass alreadi . do n't use it , you have nobodi to complain to in case the driver be rude or even offens , and they just charg you whatev they wish , alway extra , never less ",driver_issues
14-10-2019,1,upfront price not true price . uber pad the bill so much . i 've have uber driver charg for wait time when they be park down from my hous and i be out on my front porch wait and watch them . book fee $ 3.05 come on ! toll and surcharg plu time and distanc charg . now they be drop me off a few block from my destin say they get to take anoth call . uber driver that i have use have show up at my hous want a hookup . one driver start grope me on my front porch . uber custom servic be a brick wall . credit me $ 3.00 on a ride on uber cash . no matter what they do or charg they have an excus and they be right . when i report the sexual harass of the two driver they suspend my account . they cost more than a taxi and a taxi never have tell me to get out and walk the rest of the way . ,account_issues
14-10-2019,1,"i do n't believ there be ani way to contact uber anymore._x000d_even their emerg number be a record tell you to dial 911 or review the help section in their ap.i put a veri wonder woman in an uber last night to drive her from orang counti to l.a . the driver ( despit her wed ring ) put he move on her the entir trip._x000d_h keep harass her for her phone number . but he do n't stop with just that . he keep touch her , rub hi hand on her leg . she cling to her backpack pray she would get home safe.sh be happili marri with a child . she do not invit advanc from men in ani way . she be a pediatrician visit l.a , to studi advanc in child heart surgeri so she can return to her counti to help save children.sh be abl to send a messag through the `` uber ap `` about the incid . she get an `` auto respons `` state that the incid will be look into.i have search for `` ani way `` `` i `` could contact uber ( i have an account ) i 've tri everyth . there be no way i can contact uber._x000d_so , yisak - honda civic 8apd979 be still pick up ride . i `` hope `` the bad he do be `` grope `` . uber do not take safeti serious and i just pray no one get hurt from thi predatori driver . ",account_issues
13-10-2019,1,"drive with uber you need to get good . i current drive for uber but be concern with some driver take advantag of peopl with disabl . i have pick up a uber custom who have a 3 star rate , which to me i think there be someth wrong but still decid to accept the ride . when i pick up the gentleman i realiz he be blind . as he get in my car we have a convers and he tell me that i be the quick pick up he have ever get and ask me whi . he tell me he usual have to keep request uber over and over . i know whi . it 's becaus the driver be declin a 3 star rider . i tell him it be becaus i do n't pass up ani opportun to pick peopl up to get them to their destin . he be the most kind man i have ever meet and i realiz that other driver have give him low rate just becaus he have a disabl . ",driver_issues
12-10-2019,1,"uber quot me a fare of £14 . their driver turn up late , take a veri long rout , get lose and then charg me nearli £35 . i complain and they reduc it to £26 . they will not refund the money to the £14 they quot me.thi be theft.do not use uber they are thiev and dishonest . ",driver_issues
11-10-2019,1,"driver be fine and so be ride . experi of deal with get a coupon for first ride have me look for a human be to talk to , and be amaz to find there be no one . i think they charg enough to hire custom servic of some kind . i could n't even find a human onlin . ",driver_issues
10-10-2019,1,i call uber for go home two day ago and yesterday they charg me extra 40 $ even no one tell me reason . then i contact uber and they tell me driver complain me about i be drunk or someth els they send me stupid pictur . i do n't understand exactli what happen but i just call uber and go home even i do n't talk to driver and go home . how come no one ask me anyth and they just charg me 40 $ directli . i will take my money back and i will delet uber . ,driver_issues
09-10-2019,1,"thi be the email i tri to send back to uber after get a welcom email say how easi it be to get help ( complet fabric ) : the email be wait after i get home a few day after the uber-disasterhi , well , my attempt first trip be an absolut disast ! ! 1 . the app do not get my current address right , and do n't want me to alter the hous number . even so , i actual want it to leav from a few door down . when i final get it to accept the new hous number , it would not let me enter the suburb.2 . after enter the destin , it say it would not give me a quot until after i have enter credit card detail . i think thi would be ok , sinc i 'd see estim cost at a bit over $ 1 per km . but it want to charg me well over $ 900 ! ! ! ! ! ( the trip should have be about $ 60 , from similar trip by other ) . there be no obviou way to cancel , just confirm , so i close the app think it would cancel .3 . i re-ent the app to tri the trip again . but even though i have not confirm the previou attempt , it say i could not enter a trip as one be alreadi book for the same time.4 , there be no obviou way to cancel the trip , not ani way to ring or email uber to get it fixed.5 . did some search , seem there be no way to handl emerg fix . utter shame on you . mani other have have similar experi in be unabl to contact anyon when someth go wrong.6 . final find a site explain how to cancel futur trip , hide in a side menu , which i do , fortun befor the exorbit charg be take from my bank.until i get over thi realli bad experi with your obviou complet disdain for user , and your realli , realli terribl app design , i will tell everybodi i meet to stay away from uber , the uber-bad transport option . and intend never to use it again myself , unless someth chang . ",other_issues
07-10-2019,1,uber app like to steal your money then claim they refund you thi whi i prefer lyft_x000d_ub app like to steal your money then claim they refund you thi whi i prefer lyft ,other_issues
06-10-2019,1,"cherri picker ? ? ? ? ask you where exactli you be go after he pick the order , ask if the ladi be go alon , calcul if it be good money and compani , then cancel the trip if it be not . you cant review him sinc the trip have n't start , so he have pretti nice rate level . happen to me , not sure how mani peopl he have innoc question like that and cancel the order . ",other_issues
05-10-2019,1,uber in the southwestern corner of az have increas the price by 11 % and be keep anywher from 40 to 60 % of the fare . charg for a long distanc but send the driver the short . lyft have con up by 6 % and be still cheap than uber . ,driver_issues
05-10-2019,1,"i order myself for a ride about 10 block away from my home to a restaur know i would be consum alcohol . they offer me a discount ride to walk to the corner of my block for pickup . i agre to that . onc i confirm my ride , i be notifi i would be drop off about 4 block away from the restaur . i never agre to that . that part be not advertis . that area be unsaf be be next to a highway ramp with no crosswalk or traffic signal to get to my destin . so i immedi cancel the ride . ",other_issues
05-10-2019,1,"uber driver in honolulu , hawaii be charg passeng extra and they have to pay them via appl pay or cash . tri contact uber to talk about thi issu . ask for a supervisor and they give me the runaround . i want to let peopl know what uber driver be do . do n't know if it be just in hawaii or other place . i have to choos one star but if it be up to me it would be -5 . ",driver_issues
04-10-2019,1,uber be a horribl compani to work for.ub treat there driver like pure trash.th custom be alway right nomatt what the uber driver say .uber be noth but a pack of greedi wolf who care about noth or no one but themselv .uber have prove there fake .uber be a 0 0 in my opinion ,driver_issues
03-10-2019,3,a transport app that have come to improv on thé day to day run of activ all over accra or ghana ,other_issues
01-10-2019,1,i use to realli like uber and over the year onli have 1 bad driver but thi year i 'm constantli have bill problem and have multipl extra charg abov fare and tip to the point of overdraw my bank account . reach custom servic be a total separ hell to go thru . i have to find an altern becaus i see no effort on uber to resolv ani of thi . ,account_issues
01-10-2019,1,"uber one minut give me a quot of $ 50 on a ride i need . a kind famili member help me to pay for it by purchas an uber gift card for me . as soon as i load the gift card onto my account , i bring the same ride up in app -- and now , not 10 minut later , it show $ 63 ! just to see if thi be due to surg price , i tri the same ride in lyft . it be $ 50 -- the same price uber have quot me befor i load the uber gift card . ",account_issues
30-09-2019,1,worst custom servic . in uber initi fare show onli r . 45 after ride complet it show as r . 90 doubl the charg . so i tri to custom servic but all number not reachabl . veri bad servic . ,other_issues
28-09-2019,1,"i complet a trip and do n't get a receipt . there 's no support number and when i go to onlin help , it do n't understand my question , no matter how i word it . so i guess i 'm just screw . thank , uber ! ",other_issues
11-09-2019,5,"the driver are well train , well disciplin and hospitable.th car are well decor and maintained.sav time too . ",driver_issues
06-09-2019,1,i have advis mani peopl not to use it to save their time and money . they charg me for a servic they have not offer twice and i lose about £10.00 ( about £5.00 each time ) .i order a taxi and the taxi driver do not come and they still charg me . they do that again shortli afterwards.nev download thi damn uber app ! ! their refund claim be a joke . it be veri time consum e-mail them back and forth with a zero- result . they liter stole my money . what a shame that all thi come from a taxi compani that lie about their custom servic . pleas listen to thi golden piec of advic : never use thi taxi compani ! ,driver_issues
04-09-2019,1,"i be recent charg for an uber pass , which i do not want . i use uber a few time a month and it would n't pay to get the pass . when i saw the charg on my paypal , i attempt to contact uber , howev they make it imposs to contact them . no phone number .... no email address . their websit be horribl to navig and do n't even give an opportun to speak to anyon . i tri to disput with paypal and they say through uber , they have determin that i do author the purchas . needl to say , i will be write paypal 's review next . ",other_issues
03-09-2019,1,"dont use uber . use cabifi , easi taxi_x000d_get out of argentina - go away uber - your servic is never need again . _x000d_a few month ago i have a driver who be drive and talk on hi cell . i have a year old babi and be stun that he do that . i contact uber custom servic ..... they dont have custom servic . i still have to pay the driver and they didnt fine him a fee ! ! ! a month ago my husband , my 2 year old and i be tri to get the the hospit . my son be sick as a dog with a flu , it be rain cat and dog so we order an uber . the uber driver decid to pick us up 2 block away from our hous . when my husband explain we have a kid sick , it rain so no pleas come to our locat .... the driver be utterli belliger , rude , nasti so we cancel our trip . we get charg a cancel fee . we have order driver on a regular basi from our hous to a train station and without fail almost all uber driver cancel our ride so we end up wait an extra 10 - 15 minut for a replac . my son have be late to school over and over again becaus of these uber driver . uber will not give me a refund for the cancel . i have have mani friend use uber and all have cancel their account due to the lack of servic , lack of moral , lack of respect . ",account_issues
25-08-2019,3,"while i enjoy use uber for travel the conveni be nice to have . while most of the driver be friendli it 's realli onli conveni in down town area where you do n't have to travel far . i 'd use them for work but it would be quit costli for a daili conveni . i work partial swing and i 'm not sure who would be up at 1 be to get me home . they onli send 5 star driver out . i would love to dock a star to some driver that have realli filthi car but if their car be their incom sourc you ca n't . there 's realli no way to leav fee back about that either.i never let an uber driver pick us up at our hous . i wait at the main drag to the complex entranc . i 've hear too mani uber driver head back and rob the place . i find uber be realli onli conveni for travel around a big citi . if you be outsid of the citi it cost a bit more . we have use them for trip and they be wonder . no commun , no worri about tip and no chanc of be drop off at the wrong locat due to the languag barrier . the app do all that for you and all you do be tap for a pick up request . thank god for googl maps.i prefer them over our local taxi cab driver as most of them scare the hell out of us . local taxi cab drive drive insan fast , do unethical/saf maneuv while drive , or turn the meter off ( which be illeg in ani state ) and start shout flat fee rate . if thi ever happen to you ask them to let you out where you be . if they 're an as about the whole situat do n't even pay them and contact their supervisor immedi to the compani they be with . thi by us state law it be illeg to turn off the meter at ani point a passeng be in the vehicl . report them to their manag after they leav . request an uber or lyft servic instead . ",driver_issues
17-08-2019,3,i 've use uber in variou countri thi year and servic be good . perhap they should enhanc their custom servic . ,other_issues
17-08-2019,1,"we experi an aw organ crime ( with gun shoot threat and rob ) that happen to us while rid the uber servic dure our visit to south africa._x000d_w order an uber from our hotel to `` catch a meet `` in the airport at on 31st-07-2019 at 14:48hr , 1-half way to our destin on the highway a civilian car drive besid us and ask the uber driver to pull over_x000d_2-th uber driver park aside_x000d_3-thre gun men come out of their vehicl and approach our car _x000d_4- search the glove compart and the car trunk but they surpris that we have no luggag `` becaus they expect that we be leav the countri so we will have all the belong and wo n't even have time to report the incid to the polic becaus we will have a flight that we would rather catch `` _x000d_5-the approach our window and threaten to shoot us if we do n't give up all we have_x000d_6-they take 800usd and leav awayhav the abov say , we consid uber sole respons for thi incid as we be under their chastiti and they should have their safeti and secur measur and standard which shall compens us for the risk and terribl experi we have and the money we lose but they have not do ani action so far although we have report to them the full details._x000d_w be current back to dubai/ua and we trust in your intern neutral standard when it come to life treat and peopl ' safeti in take the issu up with them _x000d_pleas find attach the polic report and the uber trip details_x000d_your sincer , _x000d_abdelmutaleb awad_x000d_ * * * * * * * 888_x000d_dubai_x000d_unit arab emir ",driver_issues
15-08-2019,1,"i leav my phone in the car dure my last ride . i have be tri to contact them through the websit for 12 day with no luck . it be obviou that everi respons be autom , and there be absolut no way to reach a human at the compani as a rider . uber ... where be you ? you have fail me . i need my belong return . ",other_issues
14-08-2019,1,i be charg four time for one trip each of them differ price . i have to write a complaint to the bbb to in form them . next im go after the driver sinc uner cant seem to be reach i will never ever take uber again and when i take lfyt ill use a dummi debit card so that onli the amount i owe be take off . im not do go after uber though . i will be get my money back and thi be not the last place thi will be post . ill be post everi where i can with screen shot of the money thi compani stole ,driver_issues
17-07-2019,1,uber do not keep record of the destin address you put . the driver can put whatev destin address she/h want and you will not get your money back if you get charg your corid ' fare . i be tell they do not have a record of the the destin address i actual put . ,driver_issues
11-07-2019,1,"i request a ride from fort worth , south henderson street to irv texa . the upfront fare they show be 40.50 for economi ride and they say i have an offer of 25 % max of 10 $ per ride discount so it will be 30.50 , then thi driver aashish in toyota corolla * * come and liter say â€œoh i be go home `` and i get a ride which be exactli close to my home that 's conveni for him he say and then he take hi own favorit rout as per hi wish and then at the end they charg me 8.96 dollar extra apart from 30.50 say the toll charg , which mean the total fare be 49-50 $ ? ? in a non busi period , that be never a fare till now . it 's maximum 35-36 and or 38-39 in a busi time . ",driver_issues
10-07-2019,1,"earlier , uber be great . they use to provid prompt custom servic and quick redress of issu . now , there be no person you can speak to , there be no acknowledg even if you complain and random multipl charg be be deduct for the same trip . thank god for ola , otherwis uber be such a scam . ",other_issues
09-07-2019,1,"uber be the bad , they charg for everyth . they allow their driver to say that they be at the destin so that the custom be charg a wait fee . i be liter wait on the driver outsid for 7 minut becaus he be at the wrong complex and i get charg a wait fee . to top it off uber allow their driver to text and drive . i send the pic to uber , and they state that it be not a caus to be alarm . i have more , but it keep freez when i upload more pic . alot of the uber driver be rude and uber doesnt care . uber onli want your money ",driver_issues
08-07-2019,1,"i have be use uber as a rider from 2016 with a good passeng rate . never have issu with ani driver and my experi be in gener good . a month ago uber disabl my account . i reach custom support and after a few email exchang , custom support send me a rude ( and offens ) email that i have violat the term and condit . i can safe say that thi be truth challeng . i have no duplic account , i be quiet as a rider and cooper and never caus ani issu . i ask custom support if there be a mistak and if they can lift the suspens but they ignor my request . thi be no way to treat a client . uber deal with problem becaus it can not handl the vast clientel it have current and make mistak , but thi be no way to treat someon like thi . i believ that tlc should investig far how uber be oper in term of custom support , as well as monitor it much closer . ",account_issues
07-07-2019,1,"uber eat cancel order without refund . @ ubereat hi friend . do n't order ani food from uber eat . he will get your money and do not deliv your food , that be my experi and stori . it can be with you and it custom support will not resolv your problem . the deliveri boy do not come at my home . ",other_issues
06-07-2019,1,"check my credit card i report , i find that uber charg me 24.99 usd without my permiss . i buy a one-time-ride-pass when visit in new-york in june 2019 . i do so after get a promot messag from the compani . the fact that ride-pass be recur be not mention . at least , i be not ask to approv a recur monthli charg . _x000d_ask the compani for a refund be mission imposs . there be no email address and no way you can contact them._x000d_also , onc you be enter a payment method , there be no way to cancel it , unless you enter a new credit card . the onli way will be to delet your account . ",account_issues
06-07-2019,1,"we write thi review becaus we want to let everyon know what happen to us in new orlean and uber do noth about it . we go on vacat to new orlean to take a cruis . we arriv the day befor , the suggest from our travel agent , just to make sure that noth go wrong.w be new to uber and our ride from the comfort inn suit at the new orlean airport to the port of new orlean on feb 7 be the first time use uber . thi be at the suggest of the comfort inn suit and we be happi with the servic that be provid to the port of new orlean . mileag of 14.34 and drive time of 36 minut as record with a valu of $ 21.78 . on our travel from the best western plu on st charl ave to the loui armstrong airport on feb 19 be a total of 15.77 mile and a trip time of 31 minut and with a fare charg of ( adjust by uber from $ 44.11 ) $ 39.07 be still $ 17.29 more than our first ride with onli a differ of 1.43 mile and 5 minut . it take two week to get a respons back from uber . thi be unprofession . we have explain in detail on the cost of all three of our trip with uber , and the last trip , we where over charg , due to the driver take a long rout . plu the driver be on the phone with hi wife when drive . in louisiana , law prohibit talk on your phone while drive , that be call `` distract drive `` and the driver put us in harm way and insur compani like to hear about thi when it come to distract driver . we say that i will call both hotel , and complain , we also say that i will get a hold of uber head offic , plu go on social medium , and do a neg review , plu do a neg review on the uber app . my husband and i be veri upset on how thi have be handl , with the uber compani in new orlean to a point that they stop return email , even with the uber app.that be a veri expens 1.43 mile and 5 minut ride . the first refund propos by uber be $ .29 we find to be a joke and total inadequ and we be hop that uber would reconsid a more substanti refund . they have refund us so far around $ 10 . when check the distanc to the airport it should 've be $ 28.00 . sinc then we have not hear from uber . special with the last email ask for the email for head office.so we be do with the game , will be post thi note on all social medium to let everybodi know be awar of uber rip custom off and for their safeti . plu we will also be place thi on the websit of the hotel that we be stay at.thi could 've be prevent if they commun with us and reimburs us the differ which they do not i guess money be more import than have a custom base._x000d_josi and gordon ",driver_issues
06-07-2019,1,"i take uber from igt 1 to sector 25 noida and it show rent of 820 approx . on uber premier , which look good but when i reach my locat without ani stoppag driver ask me to pay 1210 rupe which be total disappoint for me as prepaid taxi outsid airport be even charg 950 rupe . but when i cross check with my trip charg then i be shock to see bill of 835 be show on my app . i ask the driver to talk to uber and check the same but he refus and ask to pay hi charg as per hi uber applic and write mail to uber for the claim . i do take pictur of driver 's mobil applic screen and there be no transact or refer number to track . onli amount , date , locat be show in it and same be with my trip detail in my uber app . when tri to download receipt of thi trip it 's not open as uber lite be not support thi function . when tri to download uber applic it 's not get download . ",driver_issues
06-07-2019,1,"so my husband and i think to let everybodi know about our experi in new orlean with uber . we will never take uber again . we go on vacat to new orlean to take a cruis . we arriv the day befor , the suggest from our travel agent , just to make sure that noth go wrong . we be new to uber and our ride from the comfort inn suit at the new orlean airport to the port of new orlean on feb 7 be the first time use uber . thi be at the suggest of the comfort inn suit and we be happi with the servic that be provid to the port of new orlean . mileag of 14.34 and drive time of 36 minut as record with a valu of $ 21.78 . ",other_issues
03-07-2019,1,i be in montreal last week as it be rain . want a quick ride to my destin so book an uber . the amount display be between 27-35 ( which includ surg ) . i do n't mind it as i be run late and want to get to the destin on time . unfortun there be an event take place at the locat and the cop have block some of the road - due to heavi traffic and road be block it take me 50 min to get to my destin as oppos to 20 min and to my surpris at the end of the ride the driver tell me there be wait time add to it which i be n't awar off as uber do n't tell you the amount right away . you do n't have the visibl as you do in most cab . you can see the meter and make a quick decis of either take the ride or stop it right away . ,driver_issues
03-07-2019,1,"launch app , be quot $ 47 for the 30 mile ride home , what i expect , and what i 've pay gener dozen of time . got pick up and be later bill $ 133 . tripl the quot . uber say i confirm the chang . i do not , nor would i ever do so . i could have take a limo for less than that . disput deni , just shut up and pay . i fire uber , and will never use them again . ",other_issues
01-07-2019,1,i place an order on uber eat and the food never show up but i be charg anyway . i call to tell the custom servic rep but they ignor me . the food never show up and now i ca n't eat my lunch becaus i give my last money to eat today . thi be complet unfair that my food never show up and i still get charg ! i want my 13 dollar back ! ,other_issues
01-07-2019,1,"custom servic be absolut terribl . i have recent be lock out due to some background check . in the middl of a fair mind you . i recent reloc to a differ state and have a differ driver 's licens . the old state driver 's licens be still activ in my account but due to it no longer be a valid licens , and i suppli the new one , the background check fail and now i have to wait 7-15 day for a resolut . ",account_issues
29-06-2019,1,on thursday 27/06/19 i lose my wallet with a signific amount of cash and import ident card and atm . tri to call uber . there be no custom helplin . uber allow to connect to driver but the driver have pick other ride and so that leav me know that the next rider might have take up the wallet but i ca n't do anyth about it . ,driver_issues
28-06-2019,1,"driver take long rout just to charg you money and they do n't give you , your money back . i have the bad taxi experi with thi compani , driver turn all the way around and they charg me distanc and long and they do n't want to give me my money back . ",driver_issues
28-06-2019,1,"i order an uber around midnight , it say it be go to take 9 minut so i wait , leav the club with 1 min to spare , saw the car pull up , get in , onli to be tell the taxi be n't for me - he have n't even ask my name ! . he say he be n't take me and to get out and drive away . i look at my phone and it come up driver have cancel . my origin ride be go to cost â£20 . i tri to book anoth uber and the price have be up to â£40-50 ! ! i have to go home late at night on the tube with a walk at the other end which i do n't feel comfort with . ",driver_issues
28-06-2019,1,"on 6/22 at 2:45pm i take an uber . the driver ( `` salaheddin `` , who be a much larg man than me and could easili have remov me from hi car ) claim that i be drink in hi car in the middl of the day and spill it all over hi seat . i demand uber refund the money and they show me a pictur of a cup with some liquid on it , and a car seat cover with some liquid on it . probabl not even hi car . ",driver_issues
27-06-2019,1,"uber 's custom servic depart be absolut garbag ! all i need be help chang my password becaus someon have hack my account . they want inform like my social secur # , which i be not go to provid . there be no # to call them unless you pay for a premium membership - so i go to their chat support . 7 repres come into the chat and leav immedi without resolv my simpl request ! or give instruct on how to chang my da * n password ! lyfe will have my busi from here forward . ",account_issues
27-06-2019,1,"uber 's custom servic depart be absolut garbag ! all i need be help chang my password becaus someon have hack my account . they want inform like my social secur # , which i be not go to provid . there be no # to call them unless you pay for a premium membership - so i go to their chat support . 7 repres come into the chat and leav immedi without resolv my simpl request ! or give instruct on how to chang my * * password ! lyft will have my busi from here forward . ",account_issues
25-06-2019,1,"and where have all the good driver go ? mayb to lyft ? driver nearli an hourlat , do not reli to text or answer phone . left my elderli mom . she tri o contact uber safeti and get a record ",driver_issues
25-06-2019,1,i be charg 60 dollar for a ride that be onli 16 dollar . i be also put through hell just to get in contact with their support team who do noth to credit my account . i be then tell that it be give in uber credit after they overdraft my account . i be veri upset that my issu have not be resolv and it happen a week ago . bad custom support . ,account_issues
24-06-2019,1,"i usual do n't use uber but i go away and have no one to take me . i have a uber gift card but not enough money for both way . instead of use the balanc on the gift card and charg the rest to my regular card , they do not bother to charg my gift card . they refus to give me a refund . custom servic be the absolut worst becaus there be absolut no number to call . it be by email onli . thi compani be ridicul and i would find anoth compani to use . ",other_issues
24-06-2019,1,"i have drive with lyft for quit some time and i have a 5 star driver rate . i say that to clarifi it 's not me . i have be tri to sign up to drive with uber quit unsuccess for the good part of year . with two separ account even . both time with both account after pass background check and all other necessari requir they have hold me up each time becaus they claim i be submit a profil pictur that be n't visibl . i have submit photo after photo after photo after photo , some of which be current be use and or accept by lyft and hyre . so it can not be possibl that these photo be anyth other than exactli what be request . ",account_issues
23-06-2019,5,"well do , fast the way of treatement be respect and smart love it_x000d_hop for more like that_x000d_easi , smart , comfort , pricless and alway improv themselv in mani way , ",other_issues
22-06-2019,5,"i 've be use uber for a good 3 year now . go to and from the airport , event and other place i want to go but do n't want to hassl with find park or walk through acr of park lot after i 've arriv . love the conveni of be pick up and drop of right at the front door and i 've have such nice experi with meet the most kind and posit uber driver . i 've be around for a long time and be glad there be a servic like thi now . sometim i be afraid to go here or there becaus i 'm concern i 'll get lose but with uber i no longer worri and just go ! one more thing .... * * if you want to sign up with coupon code jodir282u you can get up to $ 20 off your first ride . * * ",driver_issues
19-06-2019,1,"2 fraudul trip on bank acct . call uber . support onli avail thru app . i do n't do data . went to websit . first time ever . my email be alreadi in use . use forgot password option 3 time . they send link to reset password . i use it . then a 4 digit code be requir to complet password chang . there be no code in ani of my email from them . ca n't sign in . ca n't tri to get my money back from the fraud . bank still to investig , but they have advis me to call uber about it in case their investig ( claim ) provid no result for me . worst compani ever ! ! ! ",other_issues
